Id,Label,timeset,Gender,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
2092,"Nicholas Corbet, lord of Fogo (d.1280)",,M,0,1,1,0,3,3,71
2093,"Henry of Lambden, abbot of Kelso (d.1275?)",,M,1,1,2,1,1,2,9
2099,William Comyn of Kilbride (d.c.1283),,M,0,1,1,0,1,1,91
2111,Richard Wallace (13C),,M,0,1,1,0,1,1,71
2134,"Robert Wishart, bishop of Glasgow (d.1316)",,M,5,1,6,6,1,7,66
2138,"William Soulis, knight, justiciar of Lothian (d.1292/3)",,M,0,1,1,0,1,1,73
2139,Thomas Randolph (d.c.1296),,M,1,1,2,1,1,2,71
2146,William Galbraith,,M,0,1,1,0,1,1,66
2147,"Henry of Ashkirk, son of William",,M,0,1,1,0,1,1,72
2150,"Adam of Polwarth, son",,M,0,1,1,0,1,1,66
2155,"Forbflaith, wife of Norrin of Monorgan",,F,0,1,1,0,1,1,66
2161,Norrin of Monorgan,,M,0,1,1,0,1,1,66
2187,"Colban, earl of Fife (d.1270x72)",,M,0,1,1,0,1,1,67
2190,"Robert Mowat, knight, justiciar, sheriff of Forfar",,M,0,1,1,0,1,1,74
2203,Henry of Halliburton (mid 13C),,M,0,1,1,0,1,1,72
2207,"Robert Bisset, knight, lord of Upsettlington",,M,0,1,1,0,1,1,72
2212,Fergus Comyn,,M,0,1,1,0,1,1,68
2216,"William Abernethy I, knight",,M,0,1,1,0,1,1,9
2228,Alexander of Lamberton (son of William),,M,1,1,2,1,1,2,71
2234,"Nicholas Hay (I), lord of Errol (son of Gilbert) (d.1305/6)",,M,11,1,12,11,1,12,67
2235,Nicholas de Vieuxpont,,M,0,1,1,0,1,1,70
2238,"John of Kinross (I), knight",,M,0,1,1,0,1,1,94
2255,"Thomas Becket, archbishop of Canterbury (d.1170)",,M,0,1,1,0,1,1,68
2265,"Emma, daughter of Gilbert of Smeaton",,F,0,1,1,0,1,1,73
2266,Gilbert of Smeaton,,M,0,1,1,0,1,1,73
2277,John of Strachan,,M,0,1,1,0,1,1,67
2303,Thomas of Lessudden,,M,0,1,1,0,1,1,9
2310,"Duncan (III), earl of Fife (d.1289)",,M,0,1,1,0,1,1,67
2315,"Stephen Langton, archbishop of Canterbury",,M,0,1,1,0,1,1,68
2318,"John, abbot of Dunfermline (d.1256)",,M,0,1,1,0,1,1,73
2328,"Thomas de Normanville, knight",,M,1,1,2,1,1,2,71
2330,"Hugh de Gourlay, knight (son of Hugh), steward of Earl Patrick",,M,0,1,1,0,1,1,1
2333,"John Wishart (II), knight (d.a.1286)",,M,2,1,3,2,1,3,68
2347,Helen de la Zouche (d.1296),,F,0,1,1,0,1,1,9
2359,Patrick Edgar (son of Walter),,M,0,1,1,0,1,1,72
2417,"Hugh of Avallon, bishop of Lincoln (d.1200)",,M,0,1,1,0,1,1,68
2478,"Agnes, countess of Mar",,F,0,1,1,0,2,2,73
2493,"Robert Hay, clerk (son of William)",,M,0,1,1,0,1,1,67
2545,"Malcolm, son of Earl Morgan of Mar",,M,0,1,1,0,1,1,73
2577,Henry of Prenderguest (II) knight,,M,6,1,7,7,1,8,3
2579,"Elizabeth, wife of William of Scremerston",,F,0,1,1,0,1,1,3
2615,"Mael Brigte MacLeod, prior of celi De of Brechin",,M,0,1,1,0,1,1,68
2661,Chapter of Lincoln,,I,0,1,1,0,1,1,98
2668,Robert de Vaux,,M,0,1,1,0,1,1,9
2717,"Robert, clerk, nepos of Philip, clerk of Dundee",,M,0,1,1,0,1,1,68
2838,"Henry, husband of Ada, neptis of Richard, bishop of Dunkeld",,M,0,1,1,0,1,1,74
2915,"Thurstan, son of Leving",,M,0,1,1,0,1,1,68
2939,"John, dean of Kinghorn (fl.1195x98-1200x02)",,M,0,1,1,0,1,1,74
2951,"Geoffrey, abbot of Dunfermline (I or II)",,M,1,1,2,1,1,2,73
2986,Walter HosÄŹĹĽËť,,M,0,1,1,0,1,1,66
2999,Roger of Skelbrooke,,M,0,1,1,0,2,2,71
3026,"Hugh of Nydie (I), butler of bishop of St Andrews",,M,1,1,2,1,1,2,99
3091,"William, son of William de Montfort",,M,0,1,1,0,1,1,67
3203,"Duncan, son of Fearchar",,M,0,1,1,0,1,1,66
3204,"Lagmann, son of Malcolm MacFearchar",,M,0,1,1,0,2,2,66
3218,"Odo, dean of Glassary (fl.1284)",,M,0,1,1,0,1,1,66
3221,"Maurice or Murdoch, chaplain of St Finan",,M,0,1,1,0,1,1,66
3236,"Malcolm, precentor of Dunkeld (fl.1238-58x61)",,M,0,1,1,0,1,1,9
3239,"Thomas of Perth (Bell), master (fl.1259-75)",,M,0,1,1,0,1,1,73
3253,"Robert of Lanark, subdean of Glasgow (d.1274x79x)",,M,0,1,1,0,1,1,66
3264,"Walter of Roxburgh, nephew of Archdeacon Walter",,M,0,1,1,0,1,1,100
3292,"Mary, wife of Reginald Cheyne younger",,F,1,1,2,1,1,2,69
3293,"Freskin Murray, knight, lord of Duffus",,M,1,1,2,2,1,3,10
3297,"William of Fenton, lord of Beaufort",,M,0,1,1,0,1,1,67
3313,"Hugh Blund, lord of Arbuthnott",,M,0,1,1,0,1,1,68
3314,"Merleswain, son of Merleswain of Kennoway (fl.1170s)",,M,0,1,1,0,1,1,73
3317,"William, abbot of Dunfermline (I or II?)",,M,1,1,2,1,1,2,69
3394,"Ralph of Dundee, son of Gregory Long, master, clerk (d.1306x07)",,M,3,1,4,3,1,4,67
3403,"William Lindsay, dean of Glasgow (d.p.1246/7)",,M,1,1,2,1,1,2,66
3428,"Angus, son of Donald of the Isles, lord of Islay (d. ca 1293)",,M,0,1,1,0,2,2,66
3429,"Donald, son of Rognvald of the Isles (father of Angus)",,M,0,1,1,0,1,1,66
3446,"Macbeth, rex scolarum of Dunblane",,M,0,1,1,0,1,1,67
3455,"Andrew, rector of Inchture",,M,0,1,1,0,1,1,73
3459,"Mael Domnaig, rex scolarum of Muthill",,M,0,1,1,0,1,1,67
3461,Clerks of Methven,,M,0,1,1,0,1,1,67
3481,"Robert IV, abbot of Scone (fl.1240-70)",,M,1,1,2,1,1,2,67
3504,Chapter of Brechin,,I,0,1,1,0,1,1,68
3522,"David Hay, rector of Errol (son of David)",,M,0,1,1,0,1,1,67
3528,"Ralph of Synmerdisburn, rector of Arngask",,M,0,1,1,0,1,1,68
3530,"Roger, rector of Elsdon (Northumberland)",,M,0,1,1,0,1,1,72
3564,"Nigellus (Niall), abbot of Kilwinning  (fl.1201-10)",,M,0,1,1,0,1,1,71
3585,"A., rector of Clockston (fl.1226)",,M,1,1,2,1,1,2,71
3591,"William Gley, burgess of Glasgow",,M,0,1,1,0,1,1,9
3656,"William, vicar of Oldcambus",,M,0,1,1,0,1,1,3
3659,David of Lumsdaine,,M,1,1,2,1,1,2,3
3672,"Elias, smith of Coldingham",,M,0,1,1,0,1,1,3
3673,William of Mordington,,M,0,1,1,0,1,1,3
3676,"William, son of Waltheof of Reston",,M,0,1,1,0,1,1,3
3679,"Robert of Bernham, rector of Tyninghame",,M,0,1,1,0,1,1,72
3699,"Adam, son of Philip",,M,0,1,1,0,1,1,11
3702,"Richard Murray, precentor of Moray (fl.1226-30)",,M,1,1,2,1,1,2,69
3705,"Ranulf, archdeacon of Moray",,M,0,1,1,0,1,1,69
3713,"Patrick (II or III), earl of Dunbar",,M,0,1,1,0,1,1,71
3715,"Walter, chaplain (son of Walter, son of Siward)",,M,1,1,2,1,2,3,72
3717,"Nicholas of Heysham, dean of Lincoln",,M,0,1,1,0,1,1,98
3735,"John, persona of Pencaitland",,M,0,1,1,0,1,1,66
3769,Patrick McWhirter,,M,0,1,1,0,2,2,66
3789,Alexander de NÄŹĹĽËťhou,,M,0,1,1,0,1,1,9
3791,"Malcolm, prior of Whithorn (fl.1209x26)",,M,0,1,1,0,1,1,9
3793,Ralph de Campania (Champagne),,M,0,1,1,0,1,1,9
3893,William of Rosedale,,M,0,1,1,0,1,1,75
3899,Kilwinning Abbey,,I,5,1,6,5,1,6,92
3912,William Oliphant (d.c.1247),,M,0,1,1,0,1,1,74
3993,Richard of Liddell,,M,0,1,1,0,1,1,12
4022,"Richard Germine, lord of Lempitlaw",,M,0,1,1,0,2,2,70
4036,"Laurence, son of Guy, judex of Perth",,M,0,1,1,0,1,1,71
4151,William de Mortimer (mid 13C),,M,2,1,3,2,1,3,1
4166,"Mariota, daughter of Samuel",,F,1,1,2,1,1,2,71
4185,"Alan of Hartside, serviens",,M,0,1,1,0,1,1,13
4191,"Humbald, prior of Wenlock",,M,0,1,1,0,1,1,66
4196,"Stephen, abbot of Cluny (1163-73)",,M,0,1,1,0,1,1,66
4218,"Malcolm, son of Ewen of Dunkeld",,M,0,1,1,0,1,1,74
4219,"William of Mitford, master, vicar of Dundee",,M,1,1,2,2,1,3,67
4241,Simon of Ogston,,M,0,1,1,0,1,1,14
4245,"Laurence Mowat, clerk, persona of Kinnettles (fl.1250s-ca.1272)",,M,1,1,2,1,1,2,67
4390,"Richard, abbot of Kelso (d.1221)",,M,1,1,2,1,1,2,66
4395,"Robert de Keldeleth, abbot of Melrose (d.1273)",,M,0,1,1,0,1,1,15
4406,Bernard of Ripley,,M,0,1,1,0,1,1,75
4410,"Isabel, daughter of Earl David, wife of Robert IV Bruce (d.1251)",,F,0,1,1,0,1,1,67
4411,"Nicholas Soulis, lord of Liddesdale (d.1265)",,M,0,1,1,0,1,1,1
4414,Adam Hastings,,M,0,1,1,0,1,1,68
4424,"Ela de St Martin, daughter of Alexander de St Martin",,F,0,1,1,0,1,1,1
4431,Hospital of Brackley,,I,5,1,6,5,1,6,68
4454,"Walter, son of Alan of Ruthven, knight",,M,1,1,2,1,1,2,73
4461,"Forbflaith, countess of Atholl",,F,0,1,1,0,1,1,74
4509,"Waltheof, son of Merleswain (fl.1198x1226)",,M,0,1,1,0,1,1,73
4512,"William, abbot of Holyrood (IV) (fl.1221-27)",,M,0,1,1,0,1,1,71
4539,Thomas de Aunay,,M,1,1,2,1,1,2,71
4549,"Alexander of Stirling, son of Patrick",,M,0,1,1,0,1,1,68
4555,Duncan of Swanston,,M,0,1,1,0,3,3,70
4556,"Mariota, wife of Duncan of Swanston",,F,0,1,1,0,4,4,70
4570,"Aulay, brother of Earl Mael Domnaig of Lennox",,M,1,1,2,1,3,4,66
4587,Stephen of Blair (PER),,M,0,1,1,0,1,1,74
4605,W. Lindsay (Walter or William?),,M,0,1,1,0,1,1,71
4608,"William, abbot of Dunfermline (II) (d.1238)",,M,1,1,2,1,1,2,73
4609,"William Blund, sheriff of Perth and Scone",,M,0,1,1,0,1,1,73
4624,William of Bunkle,,M,0,1,1,0,1,1,66
4641,"Duncan, son of Michael Scott (1230s)",,M,0,1,1,0,1,1,73
4654,Clergy of Brechin,,M,0,1,1,0,1,1,68
4656,"Thomas Malherbe (II), sheriff of Forfar",,M,0,1,1,0,1,1,68
4660,"Roger, son of Glay",,M,0,1,1,0,1,1,71
4667,Colin Durward,,M,0,1,1,0,1,1,68
4682,David Lindsay (III) of Barnweill (d.c.1268),,M,1,1,2,1,1,2,71
4704,Alan de Lascelles (d.p.1204),,M,0,1,1,0,1,1,73
4710,"Bartholomew Fleming, knight",,M,0,1,1,0,2,2,16
4728,Gilbert or Gilla Brigte Durward,,M,2,1,3,2,1,3,69
4740,Richard Baird,,M,0,1,1,0,1,1,66
4743,"Fearchar, earl of Ross (d.1251)",,M,0,1,1,0,1,1,17
4751,Eustace de Stuteville (d.1241),,M,0,1,1,0,1,1,70
4764,Christiana or Christina Corbet (d.1241),,F,1,1,2,1,2,3,73
4792,"Robert, abbot of Arbroath (fl.1261-67)",,M,0,1,1,0,1,1,73
4797,"Walter Melville, burgess of Aberdeen",,M,2,1,3,2,2,4,92
4819,"Robert, son of Warnebald (12C)",,M,2,1,3,2,1,3,69
4838,Richard de Umfraville (d.1226),,M,0,1,1,0,1,1,72
4862,"William, son of Hawock of Perth",,M,0,1,1,0,2,2,67
4869,"Gilla Muire, son of Gilla Conaill",,M,1,1,2,1,1,2,66
4871,"Philip, abbot of Scone (fl.1230-42)",,M,0,1,1,0,1,1,73
4911,"Adam Gordon II, knight, son of Adam",,M,0,1,1,0,1,1,9
4931,Adam Long of Hume,,M,1,1,2,1,2,3,73
4954,"Roger de Wolviston, prior of Coldingham (fl.1263-74x76)",,M,4,1,5,4,1,5,3
4966,"Peter, son of Peter de Rupe",,M,0,1,1,0,1,1,73
5041,"Walter, master of nuns of Haddington",,M,0,1,1,0,1,1,73
5042,"Unknown, prioress of Haddington",,F,0,1,1,0,1,1,73
5045,Duncan Ramsay,,M,1,1,2,1,1,2,73
5058,Simon Post of Berwick,,M,0,1,1,0,1,1,1
5061,"Thomas, son of Eustace (mid13C)",,M,0,1,1,0,1,1,73
5085,"Robert de Turville, master of Knights Templars in England",,M,0,1,1,0,1,1,67
5086,"Simon of Lynn, burgess of Perth",,M,0,1,1,0,1,1,67
5098,Stephen of Kinnerley,,M,0,1,1,0,1,1,68
5113,"Robert de Samford, minister of Knights Templar in England",,M,0,1,1,0,1,1,18
5132,"William de Samilee, master of Hospital of Jerusalem of Torphichen",,M,0,1,1,0,1,1,19
5140,"Savaric, prior of La CharitÄŹĹĽËť-sur-Loire",,M,0,1,1,0,1,1,66
5164,"William, abbot of Balmerino (Pearsby?)",,M,0,1,1,0,1,1,20
5169,"Ralph, abbot of Holyrood (fl.1253x58)",,M,0,1,1,0,1,1,1
5208,"Archibald, master of the House of Torphichen",,M,0,1,1,0,1,1,1
5211,Robert of Roxburgh,,M,0,1,1,0,1,1,9
5230,"Hubert of Chellecham, master of Hospital of Jerusalem of Torphichen",,M,0,1,1,0,1,1,67
5272,"Mary, prioress of Coldstream",,F,0,1,1,0,1,1,21
5277,"Henry of Stirling, burgess of Berwick",,M,0,1,1,0,1,1,68
5282,"Alan, prior of Hospitallers of Jerusalem in England",,M,0,1,1,0,1,1,68
5297,David Ruffus of Forfar,,M,1,1,2,1,1,2,74
5304,Michael of Meigle (I),,M,0,1,1,0,1,1,74
5324,William of Lumsdaine,,M,0,1,1,0,1,1,3
5328,John of Hunsingore,,M,3,1,4,4,1,5,3
5331,Patrick Dreng of Renton,,M,0,1,1,0,2,2,3
5342,Thomas of Nisbet,,M,0,1,1,0,2,2,71
5374,"Peter of Mordington, knight",,M,0,1,1,0,1,1,22
5388,"Adam, son of Eilaf of Auchencrow",,M,0,1,1,0,1,1,3
5394,"Thomas, prior of Durham (d.1162/3)",,M,0,1,1,0,1,1,97
5423,Henry of Prenderguest (I),,M,0,1,1,0,2,2,3
5428,"Hugh of Darlington, prior of Durham (d.1290)",,M,0,1,1,0,2,2,3
5473,"William Comyn, clerk, son of Earl William",,M,0,1,1,0,1,1,73
5520,Heirs of Buchan (of William and Marjory),,M/F,0,1,1,0,1,1,73
5543,"Adam, son of Angus",,M,0,1,1,0,1,1,74
5613,"John, abbot of Kilwinning (fl.1221x30)",,M,1,1,2,1,1,2,66
5665,"Ewen, son of Conan son of Henry",,M,0,1,1,0,2,2,74
5688,Stephen of Melginch,,M,0,1,1,0,1,1,73
5748,"Mary, wife of Ewen son of Conan",,F,0,1,1,0,1,1,89
5751,"Ada de Courtenay, daughter of Earl Patrick (I) of Dunbar",,F,0,1,1,0,1,1,72
5766,Robert of Shotton,,M,0,1,1,0,3,3,72
5872,"David Graham, son of David Graham (TRW)",,M,2,1,3,2,1,3,72
5885,Gilbert Fraser (12C),,M,1,1,2,1,1,2,77
5928,"Amabel, wife of Norman of Lennel",,F,0,1,1,0,1,1,72
5938,"John, son of Waltheof ",,M,0,1,1,0,1,1,71
5960,Walter of Darnchester (I) (son of Thomas),,M,0,1,1,0,1,1,72
5970,"Walter (II) of Darnchester, chaplain, son of Walter",,M,0,1,1,0,1,1,72
5975,Peter of Graden,,M,0,1,1,0,1,1,23
5979,William of Hume (Junior),,M,0,1,1,0,3,3,72
5989,"Christiana or Christina Bruce, countess of Dunbar",,F,0,1,1,0,1,1,72
6005,"Philip of Pitcox, steward of Earl Patrick (II)",,M,0,1,1,0,3,3,71
6021,"Oliver, son of Kilvert",,M,0,1,1,0,1,1,1
6022,"Adam Fraser, son of Odard Fraser",,M,0,1,1,0,3,3,1
6024,"Mary of Hailes, daughter of Kilvert",,F,0,1,1,0,2,2,1
6058,Michael of Makerstoun,,M,0,1,1,0,1,1,72
6071,Robert de Muschamp (d.1250),,M,0,1,1,0,2,2,72
6132,"Fergus, son of Conaing",,M,0,1,1,0,1,1,66
6177,Elias of Ayton (father of John),,M,0,1,1,0,1,1,3
6178,Stephen of Ayton,,M,0,1,1,0,1,1,3
6187,Robert of Polwarth,,M,0,1,1,0,1,1,72
6192,"Laurence Fraser, knight (son of Adam)",,M,0,1,1,0,2,2,1
6253,Richard of Nydie,,M,0,1,1,0,2,2,71
6333,"Gunnhild, daughter of Waltheof, wife of Uhtred, lord of Galloway",,F,0,1,1,0,1,1,68
6344,Walter of Welham (II),,M,0,1,1,0,1,1,71
6379,"Duncan of Frendraught, knight",,M,1,1,2,1,1,2,24
6413,"Gilbert, son of Cospatric of Southwick",,M,0,1,1,0,1,1,75
6499,Alan of Thirlestane (son of Aelsi),,M,2,1,3,3,1,4,71
6500,Peter Haig (early 13C),,M,0,1,1,0,1,1,9
6515,Vivian de Molineux,,M,0,1,1,0,2,2,70
6516,Patrick of Colvend (d.c.1258),,M,0,1,1,0,1,1,75
6523,Serlo of St Andrews,,M,0,1,1,0,1,1,25
6571,"Fonia, wife of Rognvald lord of Isles",,F,0,1,1,0,1,1,66
6596,Alexander MacDonald of the Isles (son of Angus son of Donald),,M,0,1,1,0,1,1,66
6608,Roger of St Andrews,,M,0,1,1,0,1,1,68
6624,Saer of St Andrews,,M,0,1,1,0,1,1,68
6639,"Sibbald, son of Walter",,M,0,1,1,0,1,1,74
6658,Alan of Falside,,M,0,1,1,0,2,2,73
6664,"Orable, daughter of Ness son of William",,F,0,1,1,0,3,3,73
6691,"Durand, son of Christian of Mabie (father of Michael)",,M,2,1,3,2,1,3,75
6709,Richard de Lascelles (son of Hervey),,M,0,1,1,0,1,1,73
6728,"Gilbert Marshal, earl of Pembroke",,M,0,1,1,0,1,1,71
6738,William de Salle,,M,0,1,1,0,1,1,72
6780,"Robert de Vere, earl of Oxford (d.1221)",,M,0,1,1,0,1,1,71
6879,William Malherbe (II),,M,0,1,1,0,1,1,9
6882,Gilla Micheil mac Eadwulf,,M,0,1,1,0,1,1,66
6889,"Malise, son of Earl Gilbert of Strathearn (d.c.1272)",,M,0,1,1,0,1,1,67
6901,Tristram son of Avice,,M,0,1,1,0,1,1,67
6939,"Ysenda of Kinbuck, wife of Earl Gilbert of Strathearn",,F,0,1,1,0,1,1,67
6953,Robert of Meckphen,,M,0,1,1,0,1,1,67
7039,Walter de Ros,,M,0,1,1,0,1,1,66
7040,"Mary, wife of Walter de Ros",,F,0,1,1,0,1,1,66
7152,"Thomas of Rattray, knight",,M,0,1,1,0,1,1,73
7196,Henry de St Martin,,M,1,1,2,1,2,3,66
7292,"Robert, prior of St Bees",,M,0,1,1,0,1,1,26
7331,"Malcolm, heir of Fergus",,M,0,1,1,0,1,1,66
7344,Thomas of Craminnan,,M,0,1,1,0,2,2,2
7364,"William of Hertford, clerk of Glasgow",,M,0,1,1,0,1,1,66
7514,"John Russell, husband of Isabel, countess of Menteith",,M,0,1,1,0,1,1,74
7515,"Isabel, countess of Menteith",,F,0,1,1,0,1,1,74
7541,"Michael, son of Durand",,M,1,1,2,1,2,3,75
7555,"Anthony Lombard, physician, master, knight",,M,0,1,1,0,2,2,66
7556,John of Auldhouse,,M,0,1,1,0,1,1,66
7627,"Alan de Lascelles, son of Walter (13C)",,M,0,1,1,0,1,1,73
7784,Norman of Leslie (son of Norman son of Malcolm),,M,1,1,2,1,2,3,67
7801,"John of Lambden, son of Walter of Stirling",,M,0,1,1,0,3,3,72
7869,"Liulf, son of Aelsi",,M,0,1,1,0,1,1,27
7871,"Cospatric, heir of Liulf son of Aelsi",,M,0,1,1,0,1,1,27
7872,"Gamel, heir of Liulf son of Aelsi",,M,0,1,1,0,1,1,27
7873,"Macbeth, heir of Liulf son of Aelsi",,M,0,1,1,0,1,1,27
7874,"Reginald, heir of Liulf son of Aelsi",,M,0,1,1,0,1,1,27
7875,"Ecgheard, heir of Liulf son of Aelsi",,M,0,1,1,0,1,1,27
7891,Adam of Lamberton (12C),,M,0,1,1,0,1,1,28
7897,"Waltheof, son of Uhtred of Reston",,M,0,1,1,0,1,1,3
7905,"Adam, son of Leysing",,M,0,1,1,0,1,1,3
7907,William de Umfraville (d.1195),,M,0,1,1,0,1,1,72
7924,Clarebald of Ashby,,M,0,1,1,0,1,1,3
7933,"Maurice of Ayton ",,M,0,1,1,0,1,1,3
7947,"Michael of Auchencrow, son of Edward",,M,0,1,1,0,1,1,3
7967,"Richard, son of Robert son of Matthew of Auchencrow",,M,0,1,1,0,1,1,29
7970,"Robert, hopper of Coldingham",,M,1,1,2,1,1,2,3
7982,"Thomas, son of Robert son of Matthew of Auchencrow",,M,0,1,1,0,1,1,3
8010,"Richard Fleming ",,M,0,1,1,0,1,1,71
8049,"Juliana, daughter of Humphrey the smith of Auckland",,F,0,1,1,0,1,1,30
8061,"John de St Michael, knight",,M,0,1,1,0,1,1,68
8066,"Stephen, son of Swain of Ayton",,M,0,1,1,0,1,1,3
8070,"Ulkil, son of Uhtred ",,M,0,1,1,0,1,1,31
8072,"Elias, heir of Ulkil",,M,0,1,1,0,1,1,31
8073,"William, heir of Ulkil",,M,0,1,1,0,1,1,31
8074,"Thomas, heir of Ulkil",,M,0,1,1,0,1,1,31
8085,"Waltheof, son of William of Ayton",,M,0,1,1,0,1,1,32
8142,"Alice, wife of Robert son of Maurice of upper Ayton",,F,0,1,1,0,1,1,3
8145,Richard Francis of Ayton (the Frenchman),,M,0,1,1,0,1,1,3
8171,"John Purroc, son of William Scott of Coldingham",,M,0,1,1,0,1,1,3
8172,Adam de Camera,,M,1,1,2,1,1,2,3
8174,Robert Purroc,,M,0,1,1,0,1,1,33
8208,Bertram of Benistun,,M,1,1,2,1,1,2,3
8225,Humphrey del Bois,,M,0,1,1,0,1,1,67
8245,Roger Francis (the Frenchman) (son of William),,M,0,1,1,0,1,1,67
8272,Uhtred of Grubbit,,M,0,1,1,0,1,1,71
8275,Robert of Barnoldby,,M,0,1,1,0,2,2,71
8277,"Simon, son of Uhtred of Grubbit",,M,0,1,1,0,1,1,71
8303,Daniel of Dowane,,M,0,1,1,0,2,2,72
8306,Robert of Dowane,,M,0,1,1,0,2,2,72
8497,"Richard, master of order of Sempringham",,M,0,1,1,0,1,1,66
8523,Henry of Anstruther (II),,M,0,1,1,0,1,1,9
8527,"Peter of Ashby, son of William of Ashby ",,M,0,1,1,0,4,4,9
8621,Roger of Auldhouse,,M,0,1,1,0,1,1,66
8670,"Alexander, son of Richard messenger of Glasgow",,M,1,1,2,1,1,2,7
8709,"John, son of Reginald Crawford",,M,0,1,1,0,1,1,1
8740,Unknown rectors of Keith,,M,0,1,1,0,1,1,69
8776,"Ranulf Corbet, master of Templars",,M,0,1,1,0,1,1,34
8794,"Christiana or Christina, daughter of William de Valognes, wife of Peter de Maule",,F,0,1,1,0,1,1,73
8832,"David, doorward (FIF)",,M,0,1,1,0,1,1,73
8838,"Emma, wife of Ralph de Burneville",,F,0,1,1,0,1,1,72
8920,"John Malherbe (I), lord of Morham",,M,0,1,1,0,5,5,1
8956,"Robert de Chartres, son of Thomas",,M,0,1,1,0,1,1,72
9005,"William, son of Ketill (in Perth)",,M,0,1,1,0,1,1,73
9022,"Robert, son of Walter Corbet",,M,0,1,1,0,1,1,71
9055,"Christiana, wife of Michael of Makerstoun",,F,0,1,1,0,1,1,72
9058,Walter son of Robert of Shotton,,M,0,1,1,0,1,1,72
9092,"Cecilia, daughter of Eschina of Mow",,F,0,1,1,0,3,3,72
9129,David of Houburne,,M,0,1,1,0,2,2,72
9132,Robert de Pesale,,M,0,1,1,0,2,2,72
9133,"Mabel, mother of Susanna, wife of Robert de Pesale",,F,0,1,1,0,1,1,72
9135,Matilda of the River,,F,0,1,1,0,1,1,72
9136,Hugh Mulard,,M,0,1,1,0,2,2,72
9137,Walter son of Baldwin (BWK),,M,0,1,1,0,2,2,72
9139,Walter son of Ralph of Essex,,M,0,1,1,0,2,2,72
9140,"Matilda, daughter of Aliz of Tweedmouth",,F,0,1,1,0,2,2,72
9142,"Seroc, daughter of Alice of Tweedmouth",,F,0,1,1,0,2,2,72
9144,"Christina, daughter of Alice of Tweedmouth",,F,0,1,1,0,2,2,72
9145,"Gunnhild, daughter of Alice of Tweedmouth",,F,0,1,1,0,2,2,72
9158,"Adam, son of Udding of Berwick",,M,0,1,1,0,1,1,72
9160,"Margaret, daughter of Adam son of Udding",,F,0,1,1,0,1,1,3
9239,"Adam, son of Serlo of Edinburgh",,M,0,1,1,0,1,1,68
9274,William of Alwinton,,M,0,1,1,0,1,1,71
9294,Robert of Pollok/Stenton (son of Fulbert),,M,0,1,1,0,2,2,71
9297,"Robert/Robin, son of Robert of Pollok/Stenton",,M,0,1,1,0,1,1,66
9351,"Godfrey de Ros, knight, sheriff (son of Godfrey)",,M,0,1,1,0,1,1,66
9425,"Walter Frebern ",,M,0,1,1,0,1,1,3
9489,"Alexander of Dunoon, knight",,M,0,1,1,0,1,1,66
9499,"John Erskine (I), knight",,M,0,1,1,0,1,1,35
9524,"Ralph of Kinnaird, son of Richard",,M,0,1,1,0,1,1,36
9619,Hugh Lorens,,M,0,1,1,0,1,1,72
9621,Ada Fraser,,F,0,1,1,0,1,1,72
9634,"Hervey, son of Philip, marischal (Keith)",,M,0,1,1,0,2,2,72
9697,"Alice Gordon, daughter of Thomas",,F,0,1,1,0,1,1,72
9713,Thomas Gordon (son of Richard),,M,0,1,1,0,1,1,72
9753,"John of Keith, marischal (son of Hervey)",,M,0,1,1,0,1,1,70
9807,Henry of Winton,,M,0,1,1,0,1,1,73
9867,"Hugh Murray, son of Augustine, knight (LAN)",,M,0,1,1,0,1,1,70
9870,"John Murray, knight (son of Malcolm Murray)",,M,0,1,1,0,2,2,89
9874,Simon of Balram,,M,0,1,1,0,1,1,73
9963,"Robert de l'Isle, knight (son of Robert)",,M,0,1,1,0,1,1,67
9973,Walter of Prenderguest,,M,1,1,2,1,2,3,3
9977,Robert of Hatley,,M,0,1,1,0,1,1,3
9997,Mauricius (Murdoch) Akarsan,,M,0,1,1,0,1,1,9
10003,Andrew of Kirkconnell (son of Robert),,M,0,1,1,0,2,2,75
10011,Andrew Maunsel (late 12C-early 13C),,M,0,1,1,0,1,1,72
10096,"Walter Lindsay (VI), son of David of Barnweill",,M,0,1,1,0,1,1,66
10098,Richard Scot,,M,0,1,1,0,1,1,72
10226,Adam of Crosbie,,M,0,1,1,0,1,1,67
10257,"William Avenel, son of Gilbert Avenel",,M,0,1,1,0,1,1,48
10258,"Matilda, wife of William Avenel",,F,0,1,1,0,1,1,48
10264,"Richard of Stickley, lord of Blebo",,M,0,1,1,0,1,1,9
10286,"Alexander, son of William son of Edgar",,M,0,1,1,0,1,1,72
10287,"Isolde, daughter of Anselm of Mow",,F,0,1,1,0,2,2,72
10323,"Warin, son of Robert English",,M,0,1,1,0,1,1,73
10333,"Alexander of Chatto, constable of Roxburgh",,M,0,1,1,0,1,1,71
10338,"Luke, son of Theobald",,M,0,1,1,0,3,3,67
10400,"Agnes Avenel, daughter of Laurence Avenel",,F,0,1,1,0,1,1,67
10402,"William of Alwinton, son of William",,M,0,1,1,0,1,1,71
10430,"William, son of Aldred of Bruckley",,M,0,1,1,0,1,1,71
10457,William de Beauair,,M,0,1,1,0,1,1,73
10474,"Alice, wife of Richard Scot of Mow",,F,0,1,1,0,1,1,72
